Code CIS ;name;galenic;administration;commercialisation;drugs_class;family ;action ;posology ;recommandations;availibity
66787378;CANDESARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
69309586;CANDESARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
68504747;CANDESARTAN/HYDROCHLOROTHIAZIDE CRISTERS 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
60855281;CANDESARTAN/HYDROCHLOROTHIAZIDE CRISTERS 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
66315178;CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
63677631;CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
66194303;CANDESARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
60981426;CANDESARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
64456899;CANDESARTAN/HYDROCHLOROTHIAZIDE HCS 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
66525995;CANDESARTAN/HYDROCHLOROTHIAZIDE HCS 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
67501673;CANDESARTAN/HYDROCHLOROTHIAZIDE MYLAN 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
69346798;CANDESARTAN/HYDROCHLOROTHIAZIDE MYLAN 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
66964519;CANDESARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 16 mg/12,5 mg, comprimé;comprimé;orale;Non commercialisée;;;;;;
60404531;CANDESARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 8 mg/12,5 mg, comprimé;comprimé;orale;Non commercialisée;;;;;;
64468086;CANDESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 16 mg/12,5 mg, comprimé;comprimé;orale;Non commercialisée;;;;;;
67659246;CANDESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 8 mg/12,5 mg, comprimé;comprimé;orale;Non commercialisée;;;;;;
60512090;CANDESARTAN/HYDROCHLOROTHIAZIDE SANDOZ 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
66617034;CANDESARTAN/HYDROCHLOROTHIAZIDE SANDOZ 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
64822802;CANDESARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
69519524;CANDESARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
60885214;CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
69381219;CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
60643976;CANDESARTAN/HYDROCHLOROTHIAZIDE ZYDUS 16 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
61872390;CANDESARTAN/HYDROCHLOROTHIAZIDE ZYDUS 8 mg/12,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
68379514;CANOL, comprimé enrobé;comprimé enrobé;orale;Non commercialisée;;;;;;
61974317;CANTABILINE 400 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
60406856;CANTALENE, comprimé à sucer;comprimé à sucer;voie buccale autre;Commercialisée;;;;;;
62961080;CANTHARIS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
63545398;CANTHARIS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
64772406;CANTHARIS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granules et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
65502762;CAPECITABINE ACCORD 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65970775;CAPECITABINE ACCORD 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63611923;CAPECITABINE ARROW 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61673260;CAPECITABINE ARROW 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65248246;CAPECITABINE BIOGARAN 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61174695;CAPECITABINE BIOGARAN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61713210;CAPECITABINE CRISTERS 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
61631635;CAPECITABINE CRISTERS 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
69139187;CAPECITABINE EG 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69475597;CAPECITABINE EG 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65982788;CAPECITABINE MYLAN 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60044987;CAPECITABINE MYLAN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69087947;CAPECITABINE SANDOZ 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62990833;CAPECITABINE SANDOZ 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66104989;CAPECITABINE TEVA 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
62969369;CAPECITABINE TEVA 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69309579;CAPECITABINE ZENTIVA 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64933293;CAPECITABINE ZENTIVA 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65808531;CAPRELSA 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69269825;CAPRELSA 300 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67252581;CAPSICUM ANNUUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
68546810;CAPSICUM ANNUUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
65228980;CAPSICUM ANNUUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
60748151;CAPSION, 50-3700 MBq, gélule;gélule;orale;Commercialisée;;;;;;
68218639;CAPTEA, comprimé sécable;comprimé sécable;orale;Non commercialisée;;;;;;
61090375;CAPTOPRIL ARROW 25 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
68170799;CAPTOPRIL ARROW 50 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
64801263;CAPTOPRIL BIOGARAN 25 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
67318234;CAPTOPRIL BIOGARAN 50 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
61665915;CAPTOPRIL EG 25 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
68080825;CAPTOPRIL EG 50 mg, comprimé sécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
60214350;CAPTOPRIL HYDROCHLOROTHIAZIDE ARROW 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
63516425;CAPTOPRIL HYDROCHLOROTHIAZIDE MYLAN 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
69688360;CAPTOPRIL HYDROCHLOROTHIAZIDE SANDOZ 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
69283419;CAPTOPRIL MYLAN 25 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
68762516;CAPTOPRIL MYLAN 50 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
68790106;CAPTOPRIL SANDOZ 25 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
60108870;CAPTOPRIL SANDOZ 50 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
68042657;CAPTOPRIL TEVA 25 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
66318480;CAPTOPRIL TEVA 50 mg, comprimé sécable;comprimé sécable;orale;Non commercialisée;;;;;;
62934083;CAPTOPRIL ZENTIVA 25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
61709621;CAPTOPRIL ZENTIVA 50 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
66981696;CAPTOPRIL ZYDUS 25 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
61885402;CAPTOPRIL ZYDUS 50 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
64545198;CAPTOPRIL/HYDROCHLOROTHIAZIDE ACTAVIS 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Non commercialisée;;;;;;
62526313;CAPTOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
64794025;CAPTOPRIL/HYDROCHLOROTHIAZIDE CRISTERS 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
68078991;CAPTOPRIL/HYDROCHLOROTHIAZIDE EG 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
60989800;CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
63625079;CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 50 mg/25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
69027277;CARBACTIVE 120 mg, gélule;gélule;orale;Commercialisée;;;;;;
65296084;CARBAGLU 200 mg, comprimé dispersible;comprimé dispersible;orale;Commercialisée;;;;;;
61547468;CARBAMAZEPINE MYLAN L.P. 200 mg, comprimé sécable à libération prolongée;comprimé sécable à libération prolongée;orale;Commercialisée;;;;;;
66857620;CARBAMAZEPINE MYLAN L.P. 400 mg, comprimé sécable à libération prolongée;comprimé sécable à libération prolongée;orale;Commercialisée;;;;;;
65476666;CARBAMAZEPINE SANDOZ L.P. 200 mg, comprimé pelliculé sécable à libération prolongée;comprimé pelliculé sécable à libération prolongée;orale;Commercialisée;;;;;;
65883338;CARBAMAZEPINE SANDOZ L.P. 400 mg, comprimé pelliculé sécable à libération prolongée;comprimé pelliculé sécable à libération prolongée;orale;Commercialisée;;;;;;
68795345;CARBETOCINE AGUETTANT 100 microgrammes/ml, solution injectable en seringue pré-remplie;solution injectable;intraveineuse;Commercialisée;;;;;;
63038402;CARBO ANIMALIS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
65190191;CARBO VEGETABILIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
63149146;CARBO VEGETABILIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
65070911;CARBO VEGETABILIS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  poudre et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
64895394;CARBOCAINE 10 mg/ml, solution injectable;solution injectable;"infiltration;intraveineuse;péridurale;périneurale";Commercialisée;;;;;;
68727180;CARBOCAINE 20 mg/ml, solution injectable;solution injectable;"infiltration;intraveineuse;péridurale;périneurale";Commercialisée;;;;;;
65282490;CARBOCISTEINE ARROW 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
65004968;CARBOCISTEINE BIOGARAN 2 % ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
63314886;CARBOCISTEINE BIOGARAN CONSEIL 5 POUR CENT SANS SUCRE, solution buvable en flacon édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
68775531;CARBOCISTEINE CLARIX 2 % ENFANTS, sirop;sirop;orale;Commercialisée;;;;;;
63690162;CARBOCISTEINE CLARIX 5 % ADULTES, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
63183351;CARBOCISTEINE CLARIX 750 mg/10 ml ADULTES, solution buvable en sachet édulcorée à la saccharine sodique, au sorbitol et au maltitol liquide;solution buvable;orale;Commercialisée;;;;;;
66283015;CARBOCISTEINE EG LABO CONSEIL 2 % ENFANTS, sirop;sirop;orale;Commercialisée;;;;;;
60951543;CARBOCISTEINE EG LABO CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
64077212;CARBOCISTEINE H3 SANTE 2% ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
64671866;CARBOCISTEINE MYLAN 2 % ENFANTS SANS SUCRE, solution buvable édulcorée au maltitol liquide et au sorbitol;solution buvable;orale;Commercialisée;;;;;;
69806289;CARBOCISTEINE MYLAN 2 % ENFANTS, sirop;sirop;orale;Commercialisée;;;;;;
64863635;CARBOCISTEINE MYLAN 5 POUR CENT ADULTES, sirop;sirop;orale;Commercialisée;;;;;;
68040364;CARBOCISTEINE MYLAN 5% ADULTE SANS SUCRE, solution buvable édulcorée au maltitol liquide et au sorbitol;solution buvable;orale;Commercialisée;;;;;;
69504942;CARBOCISTEINE RATIOPHARM CONSEIL 2 POUR CENT ENFANTS, sirop;sirop;orale;Non commercialisée;;;;;;
67677689;CARBOCISTEINE RATIOPHARM CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Non commercialisée;;;;;;
65933549;CARBOCISTEINE SANDOZ CONSEIL 2 % ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
65670297;CARBOCISTEINE SANDOZ CONSEIL 2 POUR CENT ENFANTS, sirop;sirop;orale;Non commercialisée;;;;;;
60226915;CARBOCISTEINE SANDOZ CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
60966659;CARBOCISTEINE SANOFI-AVENTIS FRANCE 5 POUR CENT ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Non commercialisée;;;;;;
66781076;CARBOCISTEINE TEVA CONSEIL 2 % ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
64597818;CARBOCISTEINE TEVA CONSEIL 2 POUR CENT ENFANTS, sirop;sirop;orale;Commercialisée;;;;;;
67424846;CARBOCISTEINE TEVA CONSEIL 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Commercialisée;;;;;;
63895548;CARBOCISTEINE TEVA CONSEIL 5 POUR CENT ADULTES, sirop;sirop;orale;Commercialisée;;;;;;
64024124;CARBOCISTEINE UPSA 5% ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique et au maltitol liquide;solution buvable;orale;Commercialisée;;;;;;
68123098;CARBOCISTEINE UPSA 750 mg/15 mL ADULTES SANS SUCRE, solution buvable en sachet édulcorée à la saccharine sodique et au maltitol liquide;solution buvable;orale;Commercialisée;;;;;;
64357132;CARBOCISTEINE ZENTIVA CONSEIL 2 % ENFANTS SANS SUCRE, sirop édulcoré à la saccharine sodique et au maltitol liquide;sirop;orale;Commercialisée;;;;;;
65899367;CARBOCISTEINE ZENTIVA CONSEIL 5 % ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique;sirop;orale;Commercialisée;;;;;;
61269645;CARBOLEVURE ADULTES, gélule;gélule;orale;Commercialisée;;;;;;
65397471;CARBOLEVURE ENFANTS, gélule;gélule;orale;Non commercialisée;;;;;;
62089244;CARBOLICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
63059229;CARBONEUM SULFURATUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
64933375;CARBOPHOS 400 mg, comprimé à croquer;comprimé à croquer;orale;Non commercialisée;;;;;;
69067841;CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
60446612;CARBOPLATINE ARROW 10 mg/ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
66150794;CARBOPLATINE HOSPIRA 10 mg/ml, solution injectable pour perfusion;solution injectable pour perfusion;intraveineuse;Commercialisée;;;;;;
69921291;CARBOPLATINE KABI 10 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
69671343;CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
64223005;CARBOPLATINE SUN 10 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Non commercialisée;;;;;;
65676955;CARBOPLATINE TEVA 10 mg/ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
61224739;CARBOSYLANE ENFANT, gélule;gélule gastro-soluble et  gélule gastro-résistant(e);orale;Commercialisée;;;;;;
67885195;CARBOSYLANE, gélule;gélule gastro-soluble et  gélule gastro-résistant(e);orale;Commercialisée;;;;;;
67300325;CARBOSYMAG, gélule;gélule et  gélule gastro-résistant(e);orale;Commercialisée;;;;;;
63162282;CARDENSIEL 1,25 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67815268;CARDENSIEL 1,25 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
66351548;CARDENSIEL 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
60077574;CARDENSIEL 2,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
66279248;CARDENSIEL 3,75 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
61804539;CARDENSIEL 5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
69269647;CARDENSIEL 7,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
62911711;CARDINE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granules et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
69860842;CARDIOCALM, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62605173;CARDIOCOR 1,25 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
68563329;CARDIOCOR 2,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Non commercialisée;;;;;;
65937298;CARDIOCOR 5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Non commercialisée;;;;;;
65520372;CARDIOLITE. Trousse pour la préparation du technétium-99m-sestamibi;poudre pour solution injectable;intraveineuse;Non commercialisée;;;;;;
65155767;CARDIOMIBI 1 mg, trousse pour préparation radiopharmaceutique;trousse pour préparation radiopharmaceutique;intraveineuse;Commercialisée;;;;;;
67199506;CARDIOXANE 500 mg, poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Commercialisée;;;;;;
66944057;CARDUUS MARIANUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
63250818;CARDUUS MARIANUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
68001386;CARDUUS MARIANUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
68707384;CARICA PAPAYA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
65940166;CARLIN 75 microgrammes/20 microgrammes, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
69715754;CARLIN 75 microgrammes/30 microgrammes, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
61438732;CARLYTENE 30 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
65751500;CARMYNE 40 mg/5 mL, solution injectable;solution injectable;intraveineuse;Commercialisée;;;;;;
63153582;CAROMINTHE, solution buvable en gouttes;solution buvable en gouttes;orale;Commercialisée;;;;;;
68365525;CARTEOL 1 %, collyre en solution;collyre en solution;ophtalmique;Commercialisée;;;;;;
64341893;CARTEOL 2 %, collyre en solution;collyre en solution;ophtalmique;Commercialisée;;;;;;
69261892;CARTEOL L.P. 1 %, collyre à libération prolongée;collyre à libération prolongée;ophtalmique;Commercialisée;;;;;;
63185466;CARTEOL L.P. 2 %, collyre à libération prolongée;collyre à libération prolongée;ophtalmique;Commercialisée;;;;;;
66751955;CARTEOL LP 1 %, collyre à libération prolongée en récipient unidose;collyre à libération prolongée;ophtalmique;Commercialisée;;;;;;
68530585;CARTEOL LP 2 %, collyre à libération prolongée en récipient unidose;collyre à libération prolongée;ophtalmique;Commercialisée;;;;;;
66300735;CARTREX 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68802188;CARVECORAL 12,5 mg/5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67162792;CARVECORAL 12,5 mg/7,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68375366;CARVECORAL 25 mg/5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63302898;CARVECORAL 25 mg/7,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63365158;CARVECORAL 6,25 mg/7,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64688100;CARVECORAL 6,25mg/5mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61639048;CARVEDILOL ARROW 12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
63608400;CARVEDILOL ARROW 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
62753777;CARVEDILOL ARROW 6,25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
64109927;CARVEDILOL BIOGARAN 12,5 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
64363338;CARVEDILOL BIOGARAN 25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
61045978;CARVEDILOL BIOGARAN 6,25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
64203045;CARVEDILOL EG 12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
62997144;CARVEDILOL EG 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
66334926;CARVEDILOL EG 6,25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
63812043;CARVEDILOL MYLAN 12.5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
60016308;CARVEDILOL MYLAN 25 mg, comprimé pelliculé sécable;comprimé sécable pelliculé;orale;Commercialisée;;;;;;
63476315;CARVEDILOL MYLAN 6.25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
69855425;CARVEDILOL TEVA 12,5 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
66512407;CARVEDILOL TEVA 25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
68474364;CARVEDILOL TEVA 6,25 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
66980320;CARVEDILOL ZENTIVA 12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
60783533;CARVEDILOL ZENTIVA 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
65601415;CARVEDILOL ZENTIVA 6,25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
68362116;CASCARA SAGRADA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
65142759;CASCARA SAGRADA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
60700391;CASENLAX 10 g, solution buvable en sachet;solution buvable;orale;Non commercialisée;;;;;;
67949737;CASODEX 50 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
66624324;CASODEX 50 mg, comprimé enrobé;comprimé enrobé;orale;Non commercialisée;;;;;;
68241075;CASPOFUNGINE EG 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Non commercialisée;;;;;;
64475764;CASPOFUNGINE EG 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Non commercialisée;;;;;;
62517531;CASPOFUNGINE FRESENIUS KABI 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
68718338;CASPOFUNGINE FRESENIUS KABI 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
69919835;CASPOFUNGINE MYLAN 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
